,Y,TOP0_LVL,TOP0_TOTAL,TOP0_GWR,TOP0_WR,TOP0_NB,TOP0_HOT,TOP0_FILL,TOP0_RANK,TOP0_KDA,TOP0_KDAG,TOP0_VS,TOP0_MAS,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_LVL,JGL0_TOTAL,JGL0_GWR,JGL0_WR,JGL0_NB,JGL0_HOT,JGL0_FILL,JGL0_RANK,JGL0_KDA,JGL0_KDAG,JGL0_VS,JGL0_MAS,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_LVL,MID0_TOTAL,MID0_GWR,MID0_WR,MID0_NB,MID0_HOT,MID0_FILL,MID0_RANK,MID0_KDA,MID0_KDAG,MID0_VS,MID0_MAS,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_LVL,ADC0_TOTAL,ADC0_GWR,ADC0_WR,ADC0_NB,ADC0_HOT,ADC0_FILL,ADC0_RANK,ADC0_KDA,ADC0_KDAG,ADC0_VS,ADC0_MAS,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_LVL,SUP0_TOTAL,SUP0_GWR,SUP0_WR,SUP0_NB,SUP0_HOT,SUP0_FILL,SUP0_RANK,SUP0_KDA,SUP0_KDAG,SUP0_VS,SUP0_MAS,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_LVL,TOP1_TOTAL,TOP1_GWR,TOP1_WR,TOP1_NB,TOP1_HOT,TOP1_FILL,TOP1_RANK,TOP1_KDA,TOP1_KDAG,TOP1_VS,TOP1_MAS,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_LVL,JGL1_TOTAL,JGL1_GWR,JGL1_WR,JGL1_NB,JGL1_HOT,JGL1_FILL,JGL1_RANK,JGL1_KDA,JGL1_KDAG,JGL1_VS,JGL1_MAS,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_LVL,MID1_TOTAL,MID1_GWR,MID1_WR,MID1_NB,MID1_HOT,MID1_FILL,MID1_RANK,MID1_KDA,MID1_KDAG,MID1_VS,MID1_MAS,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_LVL,ADC1_TOTAL,ADC1_GWR,ADC1_WR,ADC1_NB,ADC1_HOT,ADC1_FILL,ADC1_RANK,ADC1_KDA,ADC1_KDAG,ADC1_VS,ADC1_MAS,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_LVL,SUP1_TOTAL,SUP1_GWR,SUP1_WR,SUP1_NB,SUP1_HOT,SUP1_FILL,SUP1_RANK,SUP1_KDA,SUP1_KDAG,SUP1_VS,SUP1_MAS,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6095851024,0.0,237.0,1314.0,0.5098935,1.0,1.0,0.0,0.0,1715.0,2.125,1.6944444,0.6,29207.0,25.0,18.0,43.0,0.5813953,529.0,323.0,0.5108359,0.5,0.0,0.0,0.0,1526.0,0.0,2.95,-2.1,27107.0,0.0,2.0,2.0,0.0,423.0,539.0,0.5009276,0.5,0.0,0.0,1.0,1643.0,0.0,1.8717948,-1.2,53664.0,1.0,3.0,4.0,0.25,220.0,216.0,0.46296296,0.5,0.0,1.0,1.0,1635.0,0.0,2.84,1.0,44713.0,10.0,17.0,27.0,0.37037036,652.0,950.0,0.49684212,0.5,0.0,0.0,0.0,1664.0,0.0,2.3043478,-1.3,53209.0,1.0,5.0,6.0,0.16666667,552.0,535.0,0.506542,0.5,0.0,0.0,1.0,1913.0,0.0,3.409091,-0.6,142747.0,28.0,20.0,48.0,0.5833333,401.0,659.0,0.51138085,0.5,0.0,0.0,1.0,1729.0,0.0,1.2083334,2.1,19681.0,5.0,10.0,15.0,0.33333334,711.0,14.0,0.21428572,0.5,0.0,0.0,1.0,461.0,0.0,2.5789473,1.2,98246.0,9.0,11.0,20.0,0.45,372.0,632.0,0.4857595,0.6,5.0,0.0,0.0,1610.0,2.48,2.48,-1.0,279140.0,94.0,110.0,204.0,0.46078432,448.0,278.0,0.48920864,0.5,0.0,0.0,0.0,1725.0,0.0,2.0277777,1.3,20949.0,3.0,3.0,6.0,0.5
EUW1_6140838628,1.0,291.0,485.0,0.5340206,1.0,1.0,0.0,1.0,1567.0,2.0,3.032258,0.4,309601.0,110.0,75.0,185.0,0.5945946,531.0,212.0,0.504717,0.0,1.0,0.0,1.0,1766.0,1.5555556,1.9722222,4.5,7027.0,,,,,121.0,181.0,0.5138122,0.0,1.0,1.0,0.0,1505.0,3.5,2.5666666,-1.0,14360.0,0.0,1.0,1.0,0.0,54.0,76.0,0.38157895,0.5,2.0,0.0,0.0,619.0,1.9090909,2.580645,0.5,34001.0,4.0,4.0,8.0,0.5,323.0,50.0,0.4,0.0,2.0,0.0,0.0,930.0,1.8888888,1.76,-5.7,77548.0,6.0,7.0,13.0,0.46153846,298.0,61.0,0.4262295,0.5,0.0,0.0,1.0,1778.0,0.0,1.6666666,-0.4,3297.0,,,,,253.0,63.0,0.50793654,0.5,0.0,0.0,0.0,957.0,0.0,2.1,-4.5,26425.0,1.0,0.0,1.0,1.0,34.0,40.0,0.55,0.5,0.0,0.0,0.0,1413.0,0.0,3.7619047,1.0,2194.0,,,,,68.0,106.0,0.4528302,0.5,0.0,0.0,0.0,1200.0,0.0,2.6666667,-0.5,6139.0,,,,,261.0,74.0,0.5,0.0,1.0,0.0,0.0,1044.0,1.8333334,2.7307692,5.7,16613.0,,,,
EUW1_6035572758,1.0,67.0,70.0,0.5285714,0.2,5.0,0.0,0.0,1604.0,1.44,1.44,1.6,229947.0,33.0,24.0,57.0,0.57894737,469.0,285.0,0.55438596,0.75,4.0,1.0,0.0,1918.0,4.6666665,3.6451614,0.3,373826.0,138.0,91.0,229.0,0.60262007,235.0,307.0,0.50162864,0.5,0.0,0.0,1.0,1774.0,0.0,1.7567568,-1.8,52847.0,17.0,12.0,29.0,0.5862069,691.0,1521.0,0.5082183,0.5,0.0,1.0,1.0,1678.0,0.0,2.1111112,-1.7,161842.0,15.0,15.0,30.0,0.5,618.0,1192.0,0.51510066,0.0,3.0,0.0,1.0,2000.0,1.2083334,1.475,-7.8,942444.0,,,,,323.0,292.0,0.54452056,0.33333334,3.0,0.0,0.0,1658.0,4.2,3.5263157,-1.6,251793.0,22.0,12.0,34.0,0.64705884,163.0,430.0,0.5093023,1.0,1.0,0.0,0.0,1734.0,11.5,6.4375,-0.3,110288.0,26.0,16.0,42.0,0.61904764,288.0,232.0,0.5387931,0.5,0.0,0.0,1.0,1775.0,0.0,1.9310344,1.8,310713.0,6.0,8.0,14.0,0.42857143,562.0,506.0,0.49407116,1.0,1.0,0.0,0.0,1600.0,10.5,2.3255813,1.7,363634.0,75.0,54.0,129.0,0.5813953,522.0,468.0,0.52136755,1.0,1.0,0.0,0.0,1829.0,2.375,2.0294118,7.8,20190.0,,,,
EUW1_6122844777,1.0,379.0,311.0,0.5016077,0.5,0.0,0.0,0.0,1748.0,0.0,1.9285715,-4.5,121914.0,12.0,22.0,34.0,0.3529412,49.0,185.0,0.5675676,0.0,1.0,0.0,0.0,1654.0,1.0,1.7666667,2.6,17319.0,14.0,8.0,22.0,0.6363636,68.0,60.0,0.53333336,0.5,0.0,1.0,1.0,1731.0,0.0,4.6190476,-3.3,8662.0,0.0,0.0,0.0,0.5,263.0,234.0,0.54273504,0.5,0.0,0.0,0.0,1737.0,0.0,2.357143,-1.5,60844.0,9.0,10.0,19.0,0.47368422,371.0,512.0,0.4921875,0.5,0.0,0.0,1.0,1748.0,0.0,1.68,4.1,6851.0,1.0,1.0,2.0,0.5,353.0,1514.0,0.5072655,1.0,1.0,0.0,0.0,1775.0,1.8571428,1.8,4.5,478574.0,318.0,308.0,626.0,0.5079872,366.0,1002.0,0.505988,0.5,0.0,0.0,1.0,1714.0,0.0,1.75,-2.6,50353.0,29.0,24.0,53.0,0.5471698,110.0,383.0,0.5169713,0.5,0.0,0.0,1.0,1775.0,0.0,1.7209302,3.3,5536.0,2.0,2.0,4.0,0.5,60.0,273.0,0.51282054,1.0,1.0,0.0,0.0,1729.0,3.6666667,3.6086957,1.5,18595.0,11.0,7.0,18.0,0.6111111,384.0,568.0,0.52640843,0.5,0.0,0.0,0.0,1632.0,0.0,2.1,-4.1,62924.0,11.0,10.0,21.0,0.52380955
EUW1_6138289480,0.0,35.0,62.0,0.58064514,0.5,0.0,0.0,0.0,1542.0,0.0,1.2093023,5.2,4673.0,5.0,3.0,8.0,0.625,170.0,323.0,0.49226007,0.0,1.0,0.0,0.0,1800.0,1.8888888,2.1818182,2.2,12481.0,5.0,6.0,11.0,0.45454547,117.0,198.0,0.540404,1.0,1.0,0.0,0.0,1762.0,3.4,2.6666667,-1.4,31021.0,6.0,3.0,9.0,0.6666667,454.0,1332.0,0.5007508,0.5,2.0,0.0,0.0,1715.0,2.6666667,1.7586207,-1.7,560608.0,210.0,176.0,386.0,0.54404145,98.0,161.0,0.54658383,0.5,2.0,0.0,0.0,1800.0,3.4444444,3.8695652,-0.1,80637.0,43.0,24.0,67.0,0.64179105,371.0,383.0,0.53524804,0.25,4.0,0.0,0.0,1769.0,1.6206896,2.3548386,-5.2,123847.0,43.0,41.0,84.0,0.5119048,52.0,133.0,0.518797,0.0,1.0,0.0,0.0,1717.0,2.4,2.3611112,-2.2,25730.0,13.0,13.0,26.0,0.5,397.0,772.0,0.5181347,0.8,5.0,1.0,0.0,1809.0,2.5428572,2.5428572,1.4,180288.0,108.0,87.0,195.0,0.5538462,199.0,113.0,0.5221239,0.33333334,3.0,0.0,0.0,1729.0,4.214286,2.6571429,1.7,141686.0,21.0,16.0,37.0,0.5675676,42.0,52.0,0.61538464,0.25,4.0,0.0,0.0,1561.0,3.4117646,3.75,0.1,67053.0,43.0,27.0,70.0,0.6142857
EUW1_6131829550,0.0,83.0,241.0,0.526971,0.5,0.0,0.0,0.0,1640.0,0.0,1.6857142,4.3,11080.0,8.0,11.0,19.0,0.42105263,561.0,74.0,0.5,0.5,0.0,1.0,0.0,1438.0,0.0,1.2608696,0.3,116672.0,43.0,31.0,74.0,0.5810811,50.0,131.0,0.52671754,0.0,4.0,0.0,0.0,1600.0,0.7692308,0.8235294,0.6,52165.0,49.0,34.0,83.0,0.5903614,688.0,1673.0,0.504483,0.5,0.0,0.0,0.0,1624.0,0.0,2.939394,0.6,537172.0,103.0,86.0,189.0,0.54497355,343.0,293.0,0.51877135,0.5,0.0,0.0,0.0,1800.0,0.0,1.9642857,1.2,99575.0,4.0,6.0,10.0,0.4,341.0,61.0,0.5409836,0.8,5.0,1.0,0.0,1701.0,4.6666665,4.6666665,-4.3,125034.0,12.0,9.0,21.0,0.5714286,179.0,35.0,0.51428574,0.5,0.0,0.0,1.0,1600.0,0.0,1.5217391,-0.3,5358.0,0.0,0.0,0.0,0.5,290.0,256.0,0.5,0.5,0.0,0.0,1.0,1600.0,0.0,1.939394,-0.6,85131.0,20.0,21.0,41.0,0.4878049,820.0,1363.0,0.49963316,0.5,0.0,1.0,1.0,1740.0,0.0,6.611111,-0.6,322043.0,37.0,48.0,85.0,0.43529412,747.0,1399.0,0.49392423,0.5,0.0,0.0,1.0,1629.0,0.0,1.5454545,-1.2,72126.0,35.0,31.0,66.0,0.530303
EUW1_6141903533,1.0,259.0,270.0,0.55925924,1.0,2.0,0.0,0.0,1950.0,1.2941177,1.4848485,0.3,321081.0,59.0,39.0,98.0,0.6020408,338.0,115.0,0.49565217,0.5,2.0,0.0,1.0,1327.0,1.5555556,2.7826087,-0.9,97171.0,1.0,1.0,2.0,0.5,105.0,98.0,0.5510204,0.5,2.0,0.0,1.0,1661.0,0.875,1.6060606,0.1,2659.0,,,,,616.0,276.0,0.5036232,0.5,0.0,0.0,1.0,1675.0,0.0,3.1923077,-0.8,92764.0,0.0,3.0,3.0,0.0,136.0,381.0,0.5144357,0.5,0.0,0.0,0.0,1788.0,0.0,5.866667,0.3,20630.0,4.0,6.0,10.0,0.4,357.0,349.0,0.504298,0.5,0.0,1.0,1.0,1883.0,0.0,4.3333335,-0.3,184803.0,1.0,0.0,1.0,1.0,338.0,356.0,0.502809,0.6666667,3.0,1.0,0.0,1719.0,3.5833333,3.2916667,0.9,305757.0,61.0,39.0,100.0,0.61,273.0,184.0,0.48913044,0.5,0.0,0.0,1.0,1275.0,0.0,1.6666666,-0.1,35942.0,6.0,7.0,13.0,0.46153846,411.0,199.0,0.55778897,0.5,2.0,1.0,0.0,2101.0,2.3333333,1.525,0.8,300768.0,56.0,42.0,98.0,0.5714286,255.0,171.0,0.46783626,0.5,0.0,0.0,0.0,1200.0,0.0,2.945946,-0.3,186802.0,34.0,26.0,60.0,0.56666666
EUW1_6140199953,1.0,198.0,443.0,0.51693004,0.8,5.0,1.0,0.0,1785.0,2.5172415,2.5172415,-5.6,115598.0,11.0,17.0,28.0,0.39285713,53.0,148.0,0.5067568,0.5,0.0,0.0,1.0,1874.0,0.0,2.4358974,-0.4,6711.0,5.0,4.0,9.0,0.5555556,267.0,63.0,0.46031746,0.0,1.0,0.0,0.0,1600.0,1.0,1.55,-1.1,104360.0,1.0,5.0,6.0,0.16666667,357.0,887.0,0.5253664,0.6,5.0,0.0,0.0,1900.0,2.0,2.0,0.4,162098.0,87.0,64.0,151.0,0.57615894,114.0,385.0,0.5272727,1.0,1.0,0.0,1.0,1739.0,4.0,1.6071428,0.7,5250.0,4.0,6.0,10.0,0.4,67.0,68.0,0.5441176,0.5,0.0,0.0,0.0,1680.0,0.0,2.0,5.6,5689.0,1.0,1.0,2.0,0.5,261.0,926.0,0.50431967,0.5,0.0,0.0,0.0,1719.0,0.0,3.1785715,0.4,63739.0,4.0,6.0,10.0,0.4,48.0,208.0,0.50961536,0.5,0.0,0.0,1.0,1503.0,0.0,1.6756756,1.1,3878.0,3.0,3.0,6.0,0.5,307.0,453.0,0.5231788,0.5,2.0,0.0,0.0,1900.0,2.3,2.392857,-0.4,23788.0,11.0,10.0,21.0,0.52380955,39.0,109.0,0.5963303,0.5,0.0,0.0,1.0,1965.0,0.0,2.3055556,-0.7,4726.0,3.0,4.0,7.0,0.42857143
EUW1_6137317314,0.0,372.0,371.0,0.51212937,0.5,0.0,0.0,1.0,1659.0,0.0,1.9230769,0.0,2251.0,1.0,0.0,1.0,1.0,122.0,612.0,0.50816995,0.5,0.0,0.0,1.0,1940.0,0.0,2.5263157,-1.1,26757.0,12.0,10.0,22.0,0.54545456,348.0,437.0,0.5102975,1.0,1.0,1.0,0.0,1835.0,2.5,3.8333333,-2.3,62819.0,8.0,5.0,13.0,0.61538464,273.0,384.0,0.5208333,0.5,0.0,0.0,1.0,1660.0,0.0,0.8518519,0.9,38129.0,3.0,2.0,5.0,0.6,519.0,469.0,0.4904051,0.5,0.0,0.0,1.0,1628.0,0.0,3.0,-0.1,7102.0,1.0,2.0,3.0,0.33333334,124.0,513.0,0.5243665,0.5,0.0,0.0,0.0,1619.0,0.0,0.72727275,0.0,8919.0,1.0,1.0,2.0,0.5,180.0,796.0,0.4874372,0.5,0.0,0.0,1.0,1750.0,0.0,2.7,1.1,16593.0,5.0,6.0,11.0,0.45454547,698.0,1237.0,0.49312854,0.8,5.0,0.0,0.0,1796.0,4.1363635,4.1363635,2.3,843787.0,403.0,353.0,756.0,0.5330688,495.0,413.0,0.47699758,0.5,0.0,0.0,1.0,1700.0,0.0,1.3793104,-0.9,97785.0,14.0,14.0,28.0,0.5,798.0,489.0,0.5235174,0.8,5.0,0.0,1.0,1804.0,5.133333,5.133333,0.1,1534881.0,191.0,156.0,347.0,0.55043226
EUW1_6128689160,1.0,48.0,30.0,0.6,0.5,0.0,0.0,1.0,1553.0,0.0,1.975,-0.7,1867.0,0.0,2.0,2.0,0.0,296.0,1376.0,0.5101744,0.5,0.0,0.0,1.0,1751.0,0.0,1.8333334,-2.1,155946.0,93.0,89.0,182.0,0.510989,117.0,258.0,0.50775194,1.0,1.0,0.0,0.0,1632.0,2.4,2.2222223,1.9,19221.0,4.0,4.0,8.0,0.5,54.0,193.0,0.5388601,1.0,1.0,1.0,0.0,1601.0,18.0,2.71875,0.8,5057.0,2.0,1.0,3.0,0.6666667,40.0,102.0,0.5588235,0.6,5.0,1.0,0.0,1601.0,3.8333333,3.8333333,-5.0,55162.0,46.0,31.0,77.0,0.5974026,248.0,880.0,0.5113636,0.5,0.0,0.0,0.0,1716.0,0.0,2.2592592,0.7,0.0,4.0,5.0,9.0,0.44444445,741.0,1010.0,0.4990099,0.5,0.0,0.0,0.0,1644.0,0.0,1.7,2.1,51742.0,41.0,35.0,76.0,0.5394737,91.0,707.0,0.50777936,1.0,2.0,0.0,1.0,1711.0,6.6,1.4444444,-1.9,929.0,67.0,55.0,122.0,0.5491803,459.0,218.0,0.46330276,0.5,0.0,0.0,1.0,1720.0,0.0,5.714286,-0.8,30615.0,2.0,0.0,2.0,1.0,220.0,290.0,0.5103448,0.5,0.0,0.0,1.0,1541.0,0.0,2.7083333,5.0,3227.0,4.0,0.0,4.0,1.0
EUW1_6139205546,1.0,446.0,185.0,0.45945945,1.0,2.0,0.0,0.0,1748.0,4.285714,2.5714285,-2.8,27042.0,,,,,362.0,480.0,0.49583334,0.5,0.0,0.0,1.0,1251.0,0.0,3.0384614,2.7,81881.0,,,,,366.0,485.0,0.49278352,0.6666667,3.0,0.0,0.0,1217.0,3.5,2.8333333,2.5,1139300.0,162.0,176.0,338.0,0.47928995,427.0,307.0,0.495114,0.5,0.0,0.0,0.0,1329.0,0.0,2.108108,0.1,120686.0,3.0,7.0,10.0,0.3,352.0,270.0,0.4962963,0.5,0.0,0.0,0.0,1821.0,0.0,2.0,2.8,20732.0,,,,,190.0,113.0,0.5575221,0.5,0.0,1.0,1.0,1287.0,0.0,7.8421054,2.8,8548.0,,,,,157.0,75.0,0.58666664,0.5,0.0,1.0,1.0,1082.0,0.0,1.516129,-2.7,47640.0,,,,,268.0,69.0,0.5942029,0.5,0.0,1.0,1.0,1128.0,0.0,4.259259,-2.5,25782.0,,,,,256.0,39.0,0.46153846,0.25,4.0,0.0,0.0,875.0,2.28,1.9473684,-0.1,179288.0,4.0,5.0,9.0,0.44444445,295.0,14.0,0.42857143,1.0,3.0,0.0,0.0,1127.0,4.6153846,2.612903,-2.8,77742.0,5.0,0.0,5.0,1.0
EUW1_6057136765,1.0,279.0,260.0,0.50384617,0.5,0.0,0.0,0.0,1900.0,0.0,1.1363636,-0.5,9244.0,6.0,4.0,10.0,0.6,254.0,1936.0,0.5041322,0.75,4.0,1.0,0.0,2050.0,2.3181818,2.1923077,-0.8,465896.0,335.0,268.0,603.0,0.5555556,412.0,443.0,0.489842,0.5,0.0,0.0,1.0,1760.0,0.0,2.4285715,0.9,338647.0,44.0,29.0,73.0,0.60273975,139.0,31.0,0.5483871,0.5,0.0,0.0,0.0,1917.0,0.0,4.1764708,-4.4,40339.0,0.0,0.0,0.0,0.5,180.0,201.0,0.43781096,0.5,0.0,0.0,0.0,1733.0,0.0,4.368421,1.7,12818.0,1.0,0.0,1.0,1.0,686.0,297.0,0.4983165,0.5,0.0,0.0,1.0,1886.0,0.0,1.9032258,0.5,60541.0,2.0,2.0,4.0,0.5,55.0,315.0,0.4857143,0.0,1.0,0.0,0.0,1600.0,0.9,1.3617021,0.8,129049.0,117.0,101.0,218.0,0.53669727,125.0,748.0,0.5187166,0.5,0.0,0.0,1.0,1849.0,0.0,1.967742,-0.9,63330.0,50.0,50.0,100.0,0.5,318.0,617.0,0.5105348,0.6,5.0,0.0,0.0,1932.0,6.0,6.0,4.4,1475069.0,289.0,248.0,537.0,0.53817505,430.0,594.0,0.5117845,0.5,0.0,0.0,1.0,1962.0,0.0,2.7,-1.7,22399.0,5.0,3.0,8.0,0.625
EUW1_6138057196,0.0,197.0,22.0,0.4090909,0.5,0.0,0.0,0.0,1454.0,0.0,1.56,0.0,99125.0,1.0,1.0,2.0,0.5,32.0,16.0,0.5625,0.33333334,3.0,0.0,0.0,1079.0,1.9375,3.6363637,-3.1,3695.0,3.0,2.0,5.0,0.6,35.0,61.0,0.59016395,0.2,5.0,0.0,0.0,1600.0,1.4,1.4,-0.1,25245.0,24.0,14.0,38.0,0.6315789,67.0,98.0,0.5102041,0.5,0.0,0.0,0.0,1475.0,0.0,2.0357144,0.4,2820.0,2.0,3.0,5.0,0.4,34.0,52.0,0.5,0.5,0.0,0.0,0.0,1183.0,0.0,2.8157895,0.1,2969.0,3.0,0.0,3.0,1.0,34.0,29.0,0.55172414,0.0,2.0,0.0,1.0,1260.0,0.64285713,1.6428572,0.0,4282.0,3.0,3.0,6.0,0.5,522.0,48.0,0.41666666,0.5,0.0,0.0,1.0,1249.0,0.0,1.34,3.1,85351.0,4.0,2.0,6.0,0.6666667,87.0,10.0,0.5,0.5,0.0,0.0,1.0,1725.0,0.0,1.4,0.1,19328.0,0.0,0.0,0.0,0.5,129.0,13.0,0.7692308,0.75,4.0,1.0,0.0,1252.0,2.7692308,2.6,-0.4,164939.0,6.0,4.0,10.0,0.6,356.0,22.0,0.5,0.0,1.0,0.0,1.0,1537.0,1.4,2.9565217,-0.1,79540.0,8.0,7.0,15.0,0.53333336
EUW1_6109611781,0.0,97.0,235.0,0.5744681,0.5,0.0,1.0,1.0,2001.0,0.0,3.16,-1.6,140362.0,43.0,29.0,72.0,0.5972222,247.0,10.0,0.8,0.5,0.0,1.0,1.0,1049.0,0.0,1.5833334,2.1,33303.0,29.0,18.0,47.0,0.61702126,224.0,414.0,0.52657,0.5,0.0,0.0,1.0,2113.0,0.0,3.3333333,1.4,39955.0,3.0,3.0,6.0,0.5,392.0,275.0,0.5345455,0.8,5.0,0.0,0.0,2001.0,3.2692308,3.2692308,2.8,584582.0,76.0,53.0,129.0,0.58914727,65.0,47.0,0.42553192,0.5,0.0,0.0,0.0,1737.0,0.0,4.875,-1.8,391.0,0.0,0.0,0.0,0.5,144.0,947.0,0.5058078,0.4,5.0,0.0,0.0,1878.0,1.225,1.225,1.6,186615.0,99.0,73.0,172.0,0.5755814,416.0,434.0,0.52073735,0.5,0.0,0.0,0.0,1830.0,0.0,1.2564102,-2.1,652817.0,53.0,32.0,85.0,0.62352943,387.0,274.0,0.52554744,0.5,0.0,0.0,0.0,1775.0,0.0,3.8333333,-1.4,111030.0,38.0,32.0,70.0,0.54285717,443.0,789.0,0.4917617,0.5,0.0,0.0,1.0,2100.0,0.0,1.84,-2.8,100401.0,1.0,1.0,2.0,0.5,434.0,235.0,0.5319149,0.5,0.0,0.0,0.0,1914.0,0.0,1.75,1.8,102517.0,3.0,4.0,7.0,0.42857143
EUW1_6132894938,0.0,146.0,515.0,0.5281553,1.0,1.0,0.0,1.0,1846.0,3.0,1.9428571,1.0,111866.0,70.0,57.0,127.0,0.5511811,103.0,78.0,0.5,0.5,0.0,0.0,0.0,1710.0,0.0,2.2105262,-2.2,28984.0,0.0,0.0,0.0,0.5,269.0,406.0,0.5344828,0.0,1.0,0.0,1.0,1755.0,2.375,2.6666667,0.7,103794.0,29.0,15.0,44.0,0.65909094,474.0,619.0,0.4911147,0.5,0.0,0.0,1.0,1715.0,0.0,2.2333333,-0.5,110421.0,30.0,23.0,53.0,0.5660377,534.0,448.0,0.5379464,0.5,4.0,0.0,0.0,1900.0,2.2285714,2.5,-3.4,694948.0,154.0,112.0,266.0,0.57894737,265.0,130.0,0.4846154,0.33333334,3.0,0.0,0.0,1813.0,1.4375,1.9565217,-1.0,165169.0,9.0,5.0,14.0,0.64285713,47.0,160.0,0.50625,0.6666667,3.0,0.0,0.0,1764.0,4.125,2.148148,2.2,90249.0,67.0,47.0,114.0,0.5877193,293.0,376.0,0.52393615,0.5,0.0,0.0,1.0,1741.0,0.0,2.4285715,-0.7,195154.0,19.0,23.0,42.0,0.45238096,620.0,127.0,0.496063,1.0,1.0,0.0,0.0,1820.0,14.0,2.875,0.5,137149.0,28.0,19.0,47.0,0.59574467,494.0,565.0,0.5115044,0.0,1.0,0.0,0.0,1915.0,1.8,1.7391304,3.4,26429.0,,,,
EUW1_6141798829,1.0,219.0,234.0,0.4957265,1.0,2.0,0.0,0.0,1779.0,3.142857,1.8214285,-0.9,22275.0,3.0,3.0,6.0,0.5,221.0,224.0,0.51785713,0.0,1.0,0.0,0.0,1800.0,2.2857144,1.7096775,2.8,17442.0,14.0,15.0,29.0,0.4827586,377.0,696.0,0.52729887,0.5,0.0,0.0,0.0,1760.0,0.0,1.862069,0.6,569086.0,9.0,9.0,18.0,0.5,586.0,1536.0,0.49804688,0.5,0.0,0.0,0.0,1748.0,0.0,2.9130435,3.0,741854.0,185.0,164.0,349.0,0.530086,61.0,171.0,0.5146199,0.5,4.0,0.0,0.0,1711.0,3.35,2.8333333,3.4,45879.0,39.0,33.0,72.0,0.5416667,200.0,93.0,0.5913978,0.5,2.0,0.0,0.0,1600.0,1.7142857,1.34375,0.9,323076.0,38.0,24.0,62.0,0.61290324,164.0,17.0,0.3529412,1.0,1.0,0.0,0.0,1084.0,2.6,1.6153846,-2.8,302447.0,22.0,21.0,43.0,0.5116279,112.0,245.0,0.52244896,0.5,0.0,0.0,0.0,1755.0,0.0,2.0,-0.6,2370.0,2.0,3.0,5.0,0.4,98.0,10.0,0.4,0.5,0.0,0.0,0.0,1475.0,0.0,1.65625,-3.0,78342.0,0.0,0.0,0.0,0.5,121.0,194.0,0.4742268,0.5,0.0,0.0,0.0,1750.0,0.0,2.6923077,-3.4,25518.0,5.0,2.0,7.0,0.71428573
EUW1_6141037906,1.0,180.0,91.0,0.3846154,0.5,0.0,0.0,1.0,922.0,0.0,1.7037038,0.6,50216.0,0.0,1.0,1.0,0.0,266.0,49.0,0.5510204,1.0,4.0,0.0,0.0,1200.0,7.0,4.5263157,0.5,128185.0,16.0,5.0,21.0,0.7619048,141.0,92.0,0.5326087,0.33333334,3.0,1.0,0.0,1678.0,2.2380953,2.2,-2.0,127814.0,20.0,16.0,36.0,0.5555556,139.0,97.0,0.4226804,0.0,1.0,1.0,1.0,1469.0,1.5,1.4333333,2.9,5128.0,0.0,1.0,1.0,0.0,63.0,27.0,0.5555556,1.0,2.0,0.0,0.0,866.0,7.1666665,1.5681819,-5.8,13736.0,,,,,201.0,287.0,0.4425087,1.0,1.0,0.0,0.0,2100.0,3.6666667,2.7391305,-0.6,12164.0,0.0,0.0,0.0,0.5,560.0,439.0,0.5148064,1.0,1.0,0.0,0.0,1731.0,1.6666666,1.7647059,-0.5,53209.0,,,,,643.0,605.0,0.5008264,0.5,2.0,0.0,0.0,2162.0,2.6875,2.142857,2.0,175584.0,,,,,282.0,508.0,0.52952754,0.5,0.0,1.0,0.0,1377.0,0.0,1.9268292,-2.9,67515.0,,,,,337.0,107.0,0.5420561,0.5,0.0,0.0,1.0,1217.0,0.0,1.9655173,5.8,31812.0,,,,
